|user|created|ocena1|ocena2|ocena3|ocena4|ocena5|ocena6|ocena7|ocena8|ocena9|ocena10|ocena11|ocena12|ocena13|ocena14|ocena15|ocena16|ocena17|ocena18|ocena19|ocena20|ocena21|ocena22|ocena23|ocena24|ocena25|ocena26|uwaga|s1_pytanie1|s1_pewnosc1|s1_pytanie2|s1_pewnosc2|s1_pytanie3|s1_pewnosc3|s1_pytanie4|s1_pewnosc4|s2_pytanie1|s2_pewnosc1|s2_pytanie2|s2_pewnosc2|s2_pytanie3|s2_pewnosc3|s2_pytanie4|s2_pewnosc4|s3_pytanie1|s3_pewnosc1|s3_pytanie2|s3_pewnosc2|s3_pytanie3|s3_pewnosc3|s3_pytanie4|s3_pewnosc4|s4_pytanie1|s4_pewnosc1|s4_pytanie2|s4_pewnosc2|s4_pytanie3|s4_pewnosc3|s4_pytanie4|s4_pewnosc4|s5_pytanie|s5_pewnosc|s6_pytanie|s6_pewnosc|s7_pytanie|s7_pewnosc|s8_pytanie|s8_pewnosc|wiek|plec|wyksztalcenie
10|2cecac26-a74d-4f84-a93a-b432761cbe3f|2021-04-08 07:00:18|6|3|1|2|4|5|6|2|2|1|5|1|4|6|4|5|2|4|4|5|5|4|2|2|3|6|Bardzo ciekawy pomysł mówiąc szczerze :)|1|3|2|2|4|2|3|1|2|3|3|3|4|3|1|3|3|2|2|2|1|2|4|3|1|3|2|2|4|2|3|2|3|3|1|3|1|2|4|3|22|2|3
11|361bf796-188b-4247-a58b-a6fb62e05e4d|2021-04-08 15:39:29|4|4|6|3|5|2|4|5|5|5|4|4|5|4|4|4|4|5|6|4|4|4|5|5|4|3||4|3|3|3|2|3|1|2|3|3|2|3|4|3|1|3|4|3|3|3|1|3|2|3|1|3|4|3|3|3|2|3|3|3|1|3|2|3|4|3|23|2|3
12|39692748-7924-4698-a5d1-1ec9f40db15a|2021-04-09 19:23:03|5|4|1|3|2|6|6|3|4|2|4|3|4|6|5|6|3|3|4|5|4|5|3|3|3|6|"Nie do końca zrozumiałam to polecenie na stronie. Moja opinia o prezentowanym rozwiązaniu? Nie widzę, co rozumiane jest przez to ,,rozwiązanie"", więc nie wiem co oceniać. Poza tym badanie mega kreatywne i ciekawe, powodzonka z licencjatem! <3"|1|2|3|3|4|2|2|3|3|3|2|2|4|2|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|3|4|2|20|1|3
13|39e34ca5-ceba-4be3-b076-b72f795cd694|2021-04-07 16:43:22|7|7|1|1|3|5|6|2|2|1|5|2|6|7|4|7|1|2|2|6|1|7|1|1|1|7|Jak miło poczytać takie jasne i klarowne instrukcje i wypełnić tak ładnie zaprojektowane zadanie:D|1|3|3|3|2|3|4|3|3|3|2|2|4|2|1|3|4|2|3|3|1|3|2|2|1|3|4|3|3|3|2|3|3|3|1|3|4|2|2|1|22|1|3
14|40715803-ce73-4e5b-a9c8-b881d1ad4284|2021-04-08 16:01:00|6|5|1|3|2|5|5|4|2|1|6|2|6|6|4|7|2|3|1|7|1|5|2|2|1|7||1|3|3|3|2|3|4|3|3|2|2|3|4|2|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|3|4|3|22|2|3
15|41f55086-b4e7-44a9-bd00-ecb2ff9a67a3|2021-04-09 18:05:57|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7||4|1|3|1|2|1|1|1|1|1|4|1|3|1|2|1|2|1|1|1|4|1|2|1|4|1|3|1|2|1|1|1|4|1|2|1|1|1|1|1|30|2|6
16|43197645-07de-4c05-9bf2-36f805cf3a53|2021-04-07 10:59:39|7|6|3|3|3|5|4|4|1|1|2|2|6|6|4|6|2|2|3|6|2|6|2|2|2|6||1|1|3|1|2|1|4|1|3|1|2|1|4|1|1|1|2|1|3|1|1|1|4|1|1|1|4|1|3|1|2|1|3|3|1|3|4|2|2|1|21|2|3
17|44eb5a07-8219-4538-8930-7a5af69c7c7b|2021-04-14 09:53:38|7|2|1|2|2|6|6|2|5|2|4|2|2|6|5|7|1|2|4|5|5|5|2|2|2|6||4|3|3|3|1|3|2|3|3|3|2|3|4|3|1|1|1|3|3|3|2|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|2|4|2|42|1|5
18|4c625c7d-4cad-418c-90ef-4d6f8d73c88b|2021-04-13 12:07:26|6|6|3|2|2|4|5|5|2|2|4|4|5|5|4|4|4|3|4|4|3|4|2|3|3|4||1|2|3|1|4|1|2|1|3|2|2|1|4|1|1|2|2|2|3|3|1|3|4|2|1|3|4|3|3|3|2|3|3|2|1|2|2|2|4|1|26|1|7
19|5157cc08-3029-4602-8762-ed1ad5d19425|2021-04-07 10:54:26|6|7|2|2|3|5|5|6|2|2|5|2|7|7|3|5|2|2|2|6|1|7|1|2|2|6||1|3|3|3|2|3|4|3|3|3|4|3|2|3|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|1|2|1|3|3|1|1|4|2|2|2|24|1|3
20|517eae82-dec5-40cb-b034-bb74884229f1|2021-04-09 18:37:42|7|6|1|1|3|5|7|4|2|1|4|1|6|7|4|7|4|2|2|6|1|4|1|1|1|7|Bardzo ładna i przyjemna ankietka. Brawo!|1|3|3|3|2|3|4|3|3|3|2|3|4|3|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|3|4|3|20|1|3
21|53efeb9e-a930-480b-abde-75d7e3ac9aba|2021-04-07 14:46:16|6|6|4|6|5|3|3|4|1|3|3|4|6|6|3|6|3|4|5|4|2|4|2|4|2|5||2|3|1|2|3|2|2|2|4|2|1|3|3|1|2|3|3|1|1|2|4|3|2|3|2|2|4|2|1|1|3|1|2|1|1|1|2|1|2|1|49|1|4
22|54dd5a50-7e07-423a-a186-56aa83539b96|2021-04-11 17:11:04|4|7|2|1|3|4|5|5|3|3|4|4|6|5|4|4|4|3|3|5|1|5|1|2|3|5|miłego!|1|3|3|3|4|2|2|2|3|3|2|2|4|2|1|3|2|2|3|3|1|2|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|2|4|1|21|2|3
23|5987f7f0-378e-4d48-a17a-7b74bfc44bb0|2021-04-14 09:32:19|5|5|6|2|2|5|5|6|2|2|6|3|5|6|2|6|2|3|3|6|3|6|2|3|2|6||3|3|2|2|4|3|1|2|3|2|2|2|4|3|1|2|2|2|3|2|1|2|4|2|4|2|2|2|3|2|1|3|3|2|1|3|2|2|4|1|36|2|4
24|5da36d4d-e265-433f-b179-9cdf512b4ba3|2021-04-08 08:54:46|5|5|2|2|2|5|6|6|4|2|4|2|3|5|4|6|3|2|2|6|3|6|2|2|2|6|"Zaznaczyłabym w opisie badania na początku, iż wyst. druga część badania, ponieważ ""licznik"" wskazał 100%, a został jeszcze do wypełnienia kwestionariusz (chyba, że miałoby to wpływ na sposób odpowiedzi badanego? może się czepiam :P). Napisałam wcześniej komentarz, kliknęłam Dalej i wymazało mi wszystkie odpowiedzi i treść, pojawił się komunikat o max. liczbie znaków. Szkoda, że nie było wcześniej tej informacji, streściłabym się i nie musiała wypełniać od nowa ;) Powodzenia w badaniach!"|1|3|3|1|2|3|4|1|3|2|2|2|4|1|1|1|2|2|3|3|1|3|4|2|1|3|4|3|3|1|2|1|3|3|1|3|2|2|4|1|26|1|5
25|5f0a72bd-c948-43d2-bc00-8ec7015aae6f|2021-04-07 08:50:28|3|4|3|4|4|4|4|6|6|4|3|4|4|4|4|4|4|5|4|4|4|4|3|4|4|4||1|3|3|3|2|3|4|3|3|3|2|3|4|3|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|3|4|3|23|1|4
26|601304d3-6d75-46d3-ace0-f72f6c086e97|2021-04-17 09:16:53|7|7|1|1|1|7|7|5|2|1|4|2|2|6|4|6|1|1|1|7|2|6|2|2|2|7||2|3|4|3|1|3|3|3|3|3|1|3|2|3|4|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|4|3|2|1|47|1|5
27|6306ebb7-3539-4276-819c-f518551c3d00|2021-04-07 08:50:23|6|6|2|1|2|5|6|4|3|2|6|1|6|7|4|6|1|4|3|4|2|6|1|2|1|4||4|3|3|3|2|3|1|3|3|3|2|3|4|3|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|2|4|3|25|1|4
28|6af820ce-e968-42c6-92de-d7d24e81df50|2021-04-10 00:54:41|4|6|3|3|3|4|6|5|3|1|5|3|6|5|4|5|1|4|4|5|2|5|3|3|2|5||1|1|3|1|2|1|4|1|3|3|2|2|4|2|1|3|2|2|3|3|1|3|4|1|1|3|4|3|3|3|2|3|3|3|1|3|2|2|4|2|20|1|3
29|6b08771a-5483-481a-8284-d2faf5461978|2021-04-14 16:55:56|3|3|6|3|3|5|5|6|2|2|4|4|3|4|3|4|4|3|4|4|5|3|3|3|3|4||1|3|3|3|2|3|4|3|3|3|2|3|4|3|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|1|4|1|4|1|28|1|5
30|6e6d2976-9c86-4b89-a5c0-2611c1d888e8|2021-04-07 09:12:06|3|6|2|2|2|6|6|7|3|1|4|1|7|7|3|7|1|4|2|6|1|6|1|1|1|6||1|2|4|3|2|3|3|2|3|3|2|3|4|3|1|3|2|3|3|1|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|2|4|3|23|1|4
31|788cb90d-5588-4034-a417-273b712f74c2|2021-04-07 16:36:06|3|3|3|4|5|3|3|5|4|4|3|4|4|3|4|3|5|5|5|3|5|3|4|5|5|3||4|3|3|2|2|2|2|1|3|3|2|2|4|2|1|2|2|2|3|3|1|2|4|2|1|3|4|2|3|3|2|2|3|3|1|3|2|2|4|2|40|1|6
32|795802cf-fb18-4c99-83da-f357d1ca3760|2021-04-14 13:00:13|7|5|1|2|2|5|7|1|3|1|4|3|5|7|4|6|4|2|4|6|1|7|1|1|1|6||1|3|3|2|2|2|4|3|3|3|2|2|4|2|1|3|2|2|3|3|1|3|4|2|1|3|4|3|3|3|2|3|3|2|1|3|2|3|4|3|20|1|3
33|80371dff-1df7-4e1a-8253-d4ac9d720c97|2021-04-14 10:53:09|6|3|1|1|1|7|7|4|5|1|7|1|6|7|5|7|2|1|1|7|1|7|1|1|1|7||1|3|3|3|4|1|2|1|3|3|1|3|2|2|4|2|2|3|3|3|1|3|4|3|1|1|4|3|3|3|2|3|3|1|1|1|2|1|4|1|30|1|5
34|81d2f0f4-16eb-4b96-852f-2e09d37f521a|2021-04-07 08:58:57|5|3|2|4|4|6|6|5|4|3|5|4|3|5|5|5|1|4|4|4|3|4|3|3|3|5|Nie do końca zrozumiała jest dla mnie ocena końcowa. Czy odnosi się do sposobu przeprowadzenia badania, czy to cechy którymi kierowałam się przy wyborze, czy moje odczucia? Brakuje konkretnego pytania do czego się odnoszą ale odpowiedziałam intuicyjnie najbardziej ogólnie. Poza tym ciekawe badanie :)|1|3|3|3|2|3|4|3|3|3|2|3|4|3|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|3|4|3|30|1|5
35|885f4883-df69-4e83-a586-667cf5ee48e4|2021-04-08 19:36:07|6|4|2|2|3|4|5|5|3|3|5|3|4|5|3|4|3|3|2|5|5|4|4|3|4|4||1|3|3|3|4|2|2|2|3|3|2|3|4|3|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|2|4|2|24|1|4
36|8a5cfe2d-e751-4c64-9715-289a72cb7c5d|2021-04-13 10:04:13|7|6|1|4|4|5|6|3|3|2|4|4|6|6|4|5|3|3|3|5|1|4|2|3|3|6|fajne. nie wiem czy odpowiedzi dla żony były dobrze opisane jako prawdziwe ale pośrednie|1|3|3|3|2|2|4|2|3|3|2|3|4|2|1|3|4|1|3|3|1|1|2|1|1|3|4|3|3|3|2|3|3|3|4|3|2|2|4|2|21|2|3
37|8ad5c428-c17a-4146-8f6f-71f8c29b520c|2021-04-13 11:23:58|2|5|3|4|4|4|3|6|2|5|4|4|6|3|2|4|4|4|4|4|2|4|3|5|4|4||1|3|3|3|2|3|4|3|3|3|2|2|1|2|4|1|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|3|1|2|26|2|3
38|90f5ced7-1e1c-459a-91fb-5db9fecd7533|2021-04-14 07:42:40|4|4|3|2|3|4|4|7|3|3|4|4|5|4|5|6|2|3|3|4|3|4|3|4|3|5|Chwilę mi zajęło dojście do tego, co powinienem ocenić w kwestionariuszu:)|1|3|3|3|2|3|4|3|3|3|2|3|4|3|1|3|2|1|3|3|1|3|4|1|1|2|4|3|3|3|2|3|3|2|1|3|2|3|4|1|33|2|5
39|9713e57c-a3a0-4ad4-a59d-3badb9690a7f|2021-04-14 12:31:17|7|7|1|1|1|7|7|4|4|1|4|1|4|7|4|7|3|2|1|5|2|7|1|1|1|7||1|3|3|3|2|3|4|3|3|3|2|2|4|3|1|3|1|2|3|3|2|2|4|3|1|2|4|3|3|3|2|2|3|3|1|3|2|3|4|3|20|1|4
40|986d0179-406d-41b1-be28-e46ebe0814d3|2021-04-08 15:12:34|7|7|3|1|4|4|5|7|4|5|7|1|7|7|3|7|1|1|1|7|1|7|1|1|1|5||1|2|3|3|4|3|2|2|3|3|2|1|4|1|1|1|3|2|3|3|1|2|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|2|4|2|28|1|5
41|9fb62db6-216e-45e6-a1de-1fb291f442f9|2021-04-11 07:29:56|3|3|1|5|4|4|5|5|4|1|2|4|3|2|5|3|4|5|5|6|7|3|4|4|4|6||2|1|3|1|4|1|1|1|3|2|2|2|4|2|1|2|2|2|3|3|1|1|4|3|1|2|4|3|3|3|2|1|3|3|1|2|2|1|4|1|21|1|7
42|a375b482-32f7-4426-bcee-02acb13f309b|2021-04-08 20:35:52|5|4|2|4|3|5|6|5|4|2|5|3|5|5|4|5|2|4|4|4|2|4|2|2|2|6|W zadaniu z dopasowaniem postaci do wypowiedzi brakowało informacji czy można do kilku wypowiedzi wybrać tą samą postać (jeśli była i nie doczytałam to przepraszam).|1|3|3|2|2|3|4|2|3|3|2|3|4|3|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|1|3|1|3|2|2|4|1|20|1|3
43|a375b482-32f7-4426-bcee-02acb13f309b|2021-04-08 20:35:52|5|4|2|4|3|5|6|5|4|2|5|3|5|5|4|5|2|4|4|4|2|4|2|2|2|6|W zadaniu z dopasowaniem postaci do wypowiedzi brakowało informacji czy można do kilku wypowiedzi wybrać tą samą postać (jeśli była i nie doczytałam to przepraszam).|1|3|3|2|2|3|4|2|3|3|2|3|4|3|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|2|1|3|2|2|4|1|20|1|3
44|a375b482-32f7-4426-bcee-02acb13f309b|2021-04-08 20:35:52|5|4|2|4|3|5|6|5|4|2|5|3|5|5|4|5|2|4|4|4|2|4|2|2|2|6|W zadaniu z dopasowaniem postaci do wypowiedzi brakowało informacji czy można do kilku wypowiedzi wybrać tą samą postać (jeśli była i nie doczytałam to przepraszam).|1|3|3|2|2|3|4|2|3|3|2|3|4|3|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|2|4|1|20|1|3
45|a441763a-9223-4a25-9843-8c1caae95b3a|2021-04-17 22:37:46|4|5|3|6|3|4|5|2|5|3|4|4|2|4|4|4|2|4|4|4|5|4|3|3|4|5||4|2|3|2|1|3|2|2|3|3|2|2|4|2|1|2|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|2|3|3|1|3|4|3|2|2|32|2|4
46|a572d853-3105-43b7-95d9-18d297fcdce1|2021-04-08 08:35:56|5|4|2|2|2|5|6|5|3|3|5|3|5|6|4|5|3|2|3|5|3|6|2|2|2|6||1|3|3|2|4|1|2|1|3|2|2|1|4|1|1|3|2|2|3|2|1|3|4|3|1|3|4|3|3|3|2|1|3|3|1|3|2|1|4|1|21|1|3
47|ab68e008-e548-4bb6-9c0c-7947fcd4f5d2|2021-04-07 08:52:47|7|3|1|3|2|7|7|3|5|1|7|1|5|7|5|6|1|2|4|6|1|7|3|1|1|6||4|3|3|3|2|3|1|3|3|3|2|3|4|3|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|3|4|1|25|1|5
48|af240525-c287-4fe3-8b68-a2decf5fe5ab|2021-04-14 07:43:03|3|3|1|3|4|4|5|3|5|1|3|4|3|4|7|4|4|4|5|5|2|4|2|2|3|7||1|2|3|2|2|2|4|2|3|3|2|3|4|2|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|2|1|3|2|3|4|2|21|1|3
49|b61fa786-ae8c-486e-b0ed-d003a068da99|2021-04-15 07:31:07|1|7|1|7|1|7|1|7|1|7|1|7|1|7|1|7|1|7|1|7|1|7|1|7|1|7|"Ciekawe badanie i dość trudne! Przydałoby się zadanie na rozgrzewkę, bo nie zrozumiałam na początku o co chodzi z tymi podpisami pod postaciami. Brakowało mi też przycisku ""wstecz"", bo zapomniałam dawać wskaźniki pewności. Najpierw się skupiłam, żeby połączyć odpowiedzi. Ostatniego zadania w ogóle nie rozumiem ""stopień nasilenia występowania danej cechy"" i w parach... strzelałam"|2|1|4|2|3|1|1|2|3|2|4|1|2|1|1|2|1|2|3|3|2|2|4|2|1|1|4|1|3|1|2|1|3|3|1|3|4|2|4|2|32|1|4
50|b7690638-5fce-478a-bae1-6b970737d769|2021-04-07 09:47:39|3|3|1|4|4|5|5|3|6|1|3|3|3|5|6|5|1|3|4|4|6|3|3|2|2|7|za dużo czytania|1|2|4|3|2|2|3|2|4|3|3|1|2|2|1|2|2|3|1|2|3|1|4|3|2|1|4|3|1|2|3|1|3|3|1|2|2|3|4|1|30|1|5
51|bbb52dc0-1c33-4408-b5aa-ec04ede31c42|2021-04-14 13:20:23|5|3|2|3|2|5|6|3|3|2|5|4|4|5|4|5|3|3|2|5|5|5|4|3|2|5||1|3|3|3|2|3|4|3|3|3|2|3|4|3|1|3|1|3|3|3|2|1|4|1|1|3|4|3|3|3|2|3|3|3|1|3|2|2|4|3|20|2|3
52|bfb28db0-a3ee-408a-8dd2-6c9c1ec378a4|2021-04-07 19:41:10|5|5|2|4|2|6|6|4|2|2|4|3|5|7|4|6|4|2|2|6|1|6|6|6|6|6||4|2|3|3|2|2|1|2|3|3|2|2|4|2|1|3|2|2|3|3|1|3|4|3|1|3|4|2|3|3|2|3|3|3|1|3|4|2|4|3|22|1|4
53|c03bbcd9-f0cf-47f5-8325-095877e80df4|2021-04-14 17:38:55|5|6|2|3|2|5|6|6|2|2|4|3|5|5|3|4|4|4|3|5|3|4|2|3|3|6||1|2|3|3|4|2|2|3|3|3|2|3|4|3|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|3|4|3|21|1|3
54|c07627e4-9bbf-4864-9287-4b1b1e0bbc88|2021-04-07 08:40:44|6|5|3|2|2|5|6|5|4|2|5|2|6|7|4|6|1|1|1|6|1|7|1|1|3|6||1|3|3|2|4|1|2|1|3|3|2|2|4|1|1|2|2|3|3|3|1|3|4|3|2|3|4|3|3|3|1|3|3|1|1|3|4|2|4|2|21|1|3
55|c208679d-ab06-4c2e-a870-fd89a47dfec0|2021-04-14 08:09:28|6|6|1|2|2|6|6|6|4|2|5|4|6|6|5|6|1|1|2|6|2|2|2|2|1|7||2|3|4|3|3|3|1|3|2|2|3|3|4|2|1|3|2|3|1|3|3|3|4|3|2|3|4|3|3|3|1|3|3|3|1|3|2|3|4|3|53|1|5
56|c556192e-fcb4-4785-b443-3e96ee5af6cc|2021-04-07 16:04:41|3|3|4|3|4|3|3|3|3|3|4|3|4|3|4|4|4|4|4|5|4|3|4|4|5|4||3|3|4|3|3|3|2|3|4|2|3|3|2|3|4|2|3|2|3|1|1|1|3|2|4|2|2|2|4|1|3|1|3|1|1|2|4|1|1|1|20|0|4
57|c656b482-e217-488f-bf5a-fce75b7f13c5|2021-04-07 11:34:57|2|2|3|5|4|3|3|5|5|4|3|4|3|3|4|4|3|4|5|4|6|3|3|5|5|5|Chyba nie wyświetliła mi się cała historyjka, może stąd moje odczucie zagmatwania i niezrozumiałości. Nie wiem też, czy to celowe, ale moim zdaniem niezbyt przejrzyście zostało wyjaśnione, co mam zrobić w poszczególnych miejscach (oczywiście kolejne pytania są już analogiczne, więc to jest problemem przy pierwszym).|1|3|3|3|2|3|4|3|3|3|2|2|4|2|1|3|2|1|3|3|1|1|4|1|1|3|4|2|3|2|2|2|3|3|1|3|2|1|4|1|22|2|3
58|c9235a7a-9461-4177-80d6-00e622186fc4|2021-04-07 12:49:19|7|7|1|1|1|7|7|6|3|1|7|1|3|7|5|7|1|1|1|6|2|5|1|1|1|7||1|3|3|3|2|3|4|3|3|3|2|2|4|2|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|3|4|3|23|1|4
59|ca67101a-0a82-41b2-8adb-58e93dba3e73|2021-04-14 09:56:12|6|5|2|3|2|4|6|5|4|3|6|2|5|5|5|5|2|3|2|5|2|6|3|3|2|4||1|3|3|2|2|2|4|2|3|3|1|1|4|2|2|1|2|3|3|3|1|3|4|3|1|3|4|2|3|3|2|2|3|3|1|3|4|3|2|1|21|1|3
60|cb3e8288-1754-41b6-880a-f6d0dcb3db19|2021-04-07 13:28:40|2|7|4|4|5|3|3|4|4|3|4|3|6|6|4|6|1|3|3|5|5|4|3|3|2|7||1|1|3|3|4|3|2|2|3|3|2|3|4|3|1|3|2|3|3|3|1|3|4|3|1|3|4|3|3|3|2|3|3|3|1|3|2|3|2|2|21|1|3
61|d3216c6e-08c9-4158-8ee6-e5041d11643c|2021-04-12 16:33:51|2|2|1|4|4|3|4|3|3|2|3|4|3|2|4|3|3|4|4|4|3|5|2|3|5|3|A co z pochwałami? :) Ciekawe badanie i bardzo ładna i przejrzysta szata graficzna :)  POWODZENIA|2|1|1|1|4|1|1|1|4|1|3|1|4|1|1|1|2|1|4|1|4|1|4|1|1|1|4|1|2|1|2|1|3|2|1|3|2|1|4|3|27|1|5
62|d5161ef7-e3a5-4716-aadd-4090e452db08|2021-04-07 09:37:02|4|6|2|5|2|2|2|6|2|3|4|4|6|6|4|6|2|2|2|6|2|4|1|5|2|6||1|3|3|3|2|3|4|3|3|3|2|1|4|1|1|3|4|2|3|3|1|3|4|1|1|3|4|3|3|3|2|2|3|3|1|3|3|2|3|3|50|1|3
